date,PM2.5,temp,press,humitidy,wnd_dir,wnd_spd
487,-9.78,-9.78,1028.23,39.02,338.31,11.87
488,-9.96,-9.96,1028.43,39.28,336.19,10.74
489,-10.14,-10.14,1028.62,39.55,333.58,9.63
490,-10.32,-10.32,1028.82,39.82,330.3,8.54
491,-8.3,-8.3,1028.75,33.99,334.32,7.69
492,-6.28,-6.28,1028.67,28.17,339.33,6.88
493,-4.26,-4.26,1028.6,22.34,345.6,6.14
494,-3.11,-3.11,1027.98,20.34,336.86,4.72
495,-1.96,-1.96,1027.36,18.35,321.41,3.5
496,-0.81,-0.81,1026.74,16.35,294.24,2.75
497,-1.81,-1.81,1026.56,18.59,192.13,1.93
498,-2.81,-2.81,1026.37,20.83,160.87,5.19
499,-3.81,-3.81,1026.19,23.07,154.33,8.79
500,-4.9,-4.9,1026.69,25.52,144.13,7.72
501,-6.0,-6.0,1027.2,27.96,131.22,6.97
502,-7.1,-7.1,1027.71,30.41,116.18,6.65
503,-7.54,-7.54,1027.91,34.26,115.22,6.2
504,-7.98,-7.98,1028.11,38.1,114.11,5.77
505,-8.42,-8.42,1028.31,41.94,112.81,5.33
506,-8.81,-8.81,1028.43,44.5,116.47,4.87
507,-9.19,-9.19,1028.55,47.06,120.87,4.43
508,-9.57,-9.57,1028.66,49.62,126.2,4.03
509,-9.88,-9.88,1028.6,50.99,116.9,3.75
510,-10.19,-10.19,1028.53,52.36,106.47,3.59
511,-10.51,-10.51,1028.46,53.74,95.46,3.56
512,-10.54,-10.54,1028.64,53.55,90.78,3.44
513,-10.57,-10.57,1028.81,53.36,85.8,3.35
514,-10.6,-10.6,1028.98,53.17,80.58,3.28
515,-8.43,-8.43,1028.91,44.52,77.82,3.84
516,-6.25,-6.25,1028.85,35.87,75.76,4.4
517,-4.08,-4.08,1028.78,27.22,74.16,4.96
518,-3.14,-3.14,1028.07,25.21,88.42,4.97
519,-2.21,-2.21,1027.35,23.19,101.79,5.28
520,-1.27,-1.27,1026.64,21.17,113.15,5.84
521,-2.18,-2.18,1026.5,23.37,109.03,6.07
522,-3.09,-3.09,1026.36,25.56,105.21,6.32
523,-3.99,-3.99,1026.22,27.75,101.71,6.59
524,-4.93,-4.93,1026.69,31.89,96.92,6.34
525,-5.88,-5.88,1027.16,36.04,91.77,6.13
526,-6.82,-6.82,1027.62,40.18,86.31,5.98
527,-7.22,-7.22,1027.81,45.08,92.91,5.43
528,-7.62,-7.62,1028.0,49.98,100.85,4.97
529,-8.03,-8.03,1028.19,54.88,110.17,4.63
530,-8.34,-8.34,1028.45,57.75,114.41,4.46
531,-8.65,-8.65,1028.71,60.62,118.94,4.32
532,-8.96,-8.96,1028.97,63.49,123.75,4.21
533,-9.22,-9.22,1029.13,65.23,123.68,4.3
534,-9.49,-9.49,1029.29,66.97,123.62,4.39
535,-9.75,-9.75,1029.44,68.72,123.55,4.48
536,-9.79,-9.79,1029.8,68.56,127.89,4.32
537,-9.83,-9.83,1030.16,68.41,132.53,4.19
538,-9.87,-9.87,1030.52,68.26,137.44,4.08
539,-7.34,-7.34,1030.59,57.05,141.72,4.12
540,-4.8,-4.8,1030.67,45.84,145.91,4.18
541,-2.26,-2.26,1030.74,34.63,149.95,4.27
542,-1.12,-1.12,1030.09,31.67,159.31,5.41
543,0.03,0.03,1029.43,28.7,165.3,6.64
544,1.17,1.17,1028.78,25.73,169.39,7.92
545,0.06,0.06,1028.42,29.94,168.51,7.62
546,-1.05,-1.05,1028.06,34.15,167.56,7.31
547,-2.16,-2.16,1027.7,38.36,166.53,7.01
548,-2.95,-2.95,1027.89,41.72,170.9,5.68
549,-3.75,-3.75,1028.08,45.08,177.86,4.41
550,-4.54,-4.54,1028.27,48.44,190.1,3.25
551,-4.62,-4.62,1027.88,49.34,179.35,2.61
552,-4.7,-4.7,1027.48,50.24,162.8,2.13
553,-4.77,-4.77,1027.08,51.13,139.7,1.9
554,-5.36,-5.36,1027.04,55.05,103.34,2.16
555,-5.94,-5.94,1027.01,58.97,81.35,3.01
556,-6.53,-6.53,1026.97,62.89,69.96,4.09
557,-6.86,-6.86,1026.86,67.02,65.79,4.08
558,-7.2,-7.2,1026.74,71.14,61.63,4.1
559,-7.53,-7.53,1026.63,75.27,57.51,4.13
560,-7.6,-7.6,1026.59,76.28,64.07,3.68
561,-7.68,-7.68,1026.56,77.3,72.29,3.3
562,-7.75,-7.75,1026.52,78.32,82.42,3.0
563,-5.32,-5.32,1026.31,66.99,95.6,3.14
564,-2.9,-2.9,1026.1,55.66,107.06,3.44
565,-0.47,-0.47,1025.89,44.34,116.41,3.85
566,0.61,0.61,1025.06,40.92,138.59,4.64
567,1.69,1.69,1024.22,37.5,152.85,5.9
568,2.78,2.78,1023.38,34.08,161.74,7.39
569,1.39,1.39,1022.85,38.85,162.52,7.02
570,0.01,0.01,1022.31,43.61,163.38,6.65
571,-1.37,-1.37,1021.77,48.37,164.35,6.28
572,-2.39,-2.39,1021.55,51.88,168.18,5.21
573,-3.42,-3.42,1021.33,55.39,173.95,4.17
574,-4.44,-4.44,1021.12,58.91,183.36,3.21
575,-4.8,-4.8,1020.39,62.82,161.91,2.17
576,-5.15,-5.15,1019.66,66.74,121.23,1.8
577,-5.51,-5.51,1018.94,70.65,85.2,2.41
578,-5.41,-5.41,1018.31,69.2,76.82,2.85
579,-5.32,-5.32,1017.68,67.74,70.79,3.34
580,-5.23,-5.23,1017.05,66.28,66.33,3.85
581,-5.34,-5.34,1016.15,66.22,63.19,4.34
582,-5.45,-5.45,1015.26,66.16,60.69,4.84
583,-5.56,-5.56,1014.36,66.1,58.67,5.34
584,-5.18,-5.18,1014.14,65.01,49.81,5.71
585,-4.8,-4.8,1013.91,63.92,42.18,6.2
586,-4.42,-4.42,1013.68,62.83,35.76,6.78
587,-2.26,-2.26,1013.67,54.73,23.72,5.89
588,-0.11,-0.11,1013.66,46.64,8.33,5.33
589,2.05,2.05,1013.66,38.54,350.93,5.23
590,4.11,4.11,1014.3,32.82,334.73,13.22
591,6.17,6.17,1014.94,27.1,330.83,21.47
592,8.23,8.23,1015.58,21.39,329.1,29.76
593,6.61,6.61,1016.92,23.44,333.03,26.62
594,4.99,4.99,1018.25,25.49,337.97,23.64
595,3.37,3.37,1019.59,27.55,344.28,20.88
596,1.82,1.82,1021.09,29.89,344.18,18.57
597,0.27,0.27,1022.6,32.23,344.04,16.26
598,-1.28,-1.28,1024.11,34.57,343.86,13.94
599,-1.78,-1.78,1024.76,35.27,349.15,13.33
600,-2.27,-2.27,1025.41,35.96,354.9,12.84
601,-2.76,-2.76,1026.05,36.66,1.02,12.49
602,-3.29,-3.29,1026.13,37.29,359.55,10.94
603,-3.82,-3.82,1026.21,37.92,357.59,9.41
604,-4.35,-4.35,1026.29,38.54,354.86,7.88
605,-4.69,-4.69,1026.29,39.36,350.58,7.65
606,-5.03,-5.03,1026.3,40.17,346.06,7.47
607,-5.36,-5.36,1026.3,40.99,341.34,7.34
608,-5.6,-5.6,1026.28,42.68,323.28,4.42
609,-5.85,-5.85,1026.27,44.38,272.79,2.95
610,-6.09,-6.09,1026.25,46.08,224.85,4.6
611,-3.98,-3.98,1025.7,40.97,215.56,7.6
612,-1.88,-1.88,1025.15,35.85,211.57,10.7
613,0.23,0.23,1024.61,30.74,209.38,13.82
614,1.15,1.15,1023.4,28.47,208.52,15.15
615,2.07,2.07,1022.2,26.19,207.79,16.48
616,2.98,2.98,1021.0,23.91,207.17,17.81
617,1.99,1.99,1020.32,25.66,202.86,15.37
618,0.99,0.99,1019.65,27.42,196.97,13.06
619,-0.01,-0.01,1018.98,29.17,188.68,10.93
620,-1.34,-1.34,1018.9,31.79,190.86,9.68
621,-2.66,-2.66,1018.83,34.42,193.69,8.44
622,-3.99,-3.99,1018.75,37.04,197.47,7.23
623,-4.26,-4.26,1018.16,38.34,192.13,6.39
624,-4.54,-4.54,1017.57,39.65,185.25,5.62
625,-4.82,-4.82,1016.99,40.95,176.36,4.95
626,-4.89,-4.89,1016.76,40.9,161.04,3.66
627,-4.96,-4.96,1016.53,40.85,133.81,2.86
628,-5.03,-5.03,1016.3,40.81,99.6,2.98
629,-4.89,-4.89,1015.88,39.61,83.2,3.73
630,-4.75,-4.75,1015.46,38.42,72.88,4.69
631,-4.62,-4.62,1015.04,37.22,66.18,5.74
632,-4.47,-4.47,1015.01,36.23,62.54,5.7
633,-4.33,-4.33,1014.98,35.23,58.86,5.68
634,-4.19,-4.19,1014.95,34.24,55.18,5.68
635,-2.75,-2.75,1014.67,31.27,58.55,5.81
636,-1.32,-1.32,1014.39,28.3,61.76,5.97
637,0.12,0.12,1014.11,25.33,64.8,6.14
638,1.14,1.14,1013.51,25.7,79.89,5.12
639,2.16,2.16,1012.92,26.07,100.23,4.6
640,3.17,3.17,1012.32,26.44,122.28,4.74
641,1.84,1.84,1012.35,32.48,117.46,3.71
642,0.5,0.5,1012.38,38.52,109.03,2.72
643,-0.84,-0.84,1012.41,44.56,91.98,1.85
644,-1.38,-1.38,1012.84,47.24,53.52,3.09
645,-1.92,-1.92,1013.27,49.91,39.83,4.87
646,-2.46,-2.46,1013.69,52.59,33.63,6.78
647,-2.92,-2.92,1014.15,50.18,31.5,6.1
648,-3.39,-3.39,1014.61,47.77,28.84,5.42
649,-3.85,-3.85,1015.07,45.36,25.44,4.77
650,-2.85,-2.85,1015.66,39.65,1.08,10.73
651,-1.86,-1.86,1016.26,33.93,354.53,17.24
652,-0.86,-0.86,1016.85,28.22,351.59,23.84
653,-1.38,-1.38,1017.64,26.98,348.48,25.43
654,-1.89,-1.89,1018.42,25.74,345.75,27.08
655,-2.41,-2.41,1019.2,24.5,343.34,28.79
656,-2.86,-2.86,1020.01,24.83,342.67,27.9
657,-3.32,-3.32,1020.82,25.16,341.96,27.01
658,-3.78,-3.78,1021.64,25.49,341.2,26.13
659,-3.23,-3.23,1022.01,23.37,338.32,27.84
660,-2.68,-2.68,1022.39,21.25,335.78,29.61
661,-2.14,-2.14,1022.77,19.13,333.53,31.43
662,-1.5,-1.5,1022.71,18.47,336.6,30.34
663,-0.86,-0.86,1022.66,17.81,339.89,29.34
664,-0.21,-0.21,1022.6,17.16,343.39,28.44
665,-0.74,-0.74,1023.51,18.16,344.17,25.5
666,-1.26,-1.26,1024.42,19.17,345.16,22.57
667,-1.78,-1.78,1025.33,20.17,346.44,19.64
668,-2.86,-2.86,1026.25,21.81,342.45,18.25
669,-3.94,-3.94,1027.16,23.44,337.83,16.96
670,-5.02,-5.02,1028.08,25.08,332.49,15.8
671,-5.55,-5.55,1028.76,26.17,330.21,15.53
672,-6.07,-6.07,1029.45,27.26,327.85,15.29
673,-6.6,-6.6,1030.13,28.35,325.41,15.08
674,-7.18,-7.18,1030.35,28.37,328.49,13.82
675,-7.75,-7.75,1030.57,28.38,332.18,12.6
676,-8.33,-8.33,1030.79,28.4,336.63,11.45
677,-8.79,-8.79,1030.89,28.25,337.93,10.58
678,-9.26,-9.26,1030.99,28.1,339.47,9.71
679,-9.73,-9.73,1031.1,27.95,341.31,8.86
680,-9.89,-9.89,1031.29,27.49,337.97,8.07
681,-10.06,-10.06,1031.48,27.02,333.93,7.31
682,-10.22,-10.22,1031.68,26.55,328.99,6.6
683,-8.16,-8.16,1031.68,22.28,329.18,5.13
684,-6.09,-6.09,1031.68,18.01,329.53,3.66
685,-4.03,-4.03,1031.68,13.75,330.34,2.19
686,-2.96,-2.96,1030.57,12.14,223.65,1.6
687,-1.9,-1.9,1029.47,10.52,194.92,4.36
688,-0.83,-0.83,1028.36,8.91,188.93,7.36
689,-1.53,-1.53,1028.02,9.54,188.8,8.02
690,-2.22,-2.22,1027.69,10.17,188.7,8.67
691,-2.92,-2.92,1027.35,10.8,188.6,9.33
692,-3.9,-3.9,1027.02,11.75,196.92,8.83
693,-4.88,-4.88,1026.69,12.69,206.02,8.54
694,-5.86,-5.86,1026.36,13.64,215.5,8.47
695,-5.68,-5.68,1026.01,13.68,215.17,8.61
696,-5.5,-5.5,1025.66,13.72,214.85,8.75
697,-5.32,-5.32,1025.31,13.76,214.55,8.89
698,-5.57,-5.57,1024.94,14.21,214.31,7.89
699,-5.83,-5.83,1024.57,14.67,214.02,6.89
700,-6.08,-6.08,1024.2,15.12,213.62,5.89
701,-6.59,-6.59,1023.75,15.87,212.47,5.46
702,-7.09,-7.09,1023.3,16.62,211.12,5.04
703,-7.6,-7.6,1022.86,17.37,209.53,4.62
704,-7.64,-7.64,1022.7,17.14,205.76,3.82
705,-7.68,-7.68,1022.53,16.9,200.03,3.05
706,-7.71,-7.71,1022.37,16.67,190.6,2.33
707,-5.22,-5.22,1022.17,13.78,187.68,2.55
708,-2.74,-2.74,1021.96,10.89,185.24,2.79
709,-0.25,-0.25,1021.76,7.99,183.19,3.03
710,1.15,1.15,1021.14,7.53,193.19,2.08
711,2.55,2.55,1020.52,7.07,217.26,1.29
712,3.95,3.95,1019.91,6.6,268.51,1.09
713,2.47,2.47,1020.02,8.71,240.64,2.52
714,0.99,0.99,1020.13,10.81,233.56,4.12
715,-0.5,-0.5,1020.23,12.91,230.45,5.74
716,-1.31,-1.31,1021.04,14.63,273.76,5.39
717,-2.12,-2.12,1021.85,16.35,304.61,7.68
718,-2.93,-2.93,1022.66,18.06,319.03,11.09
719,-3.23,-3.23,1023.59,20.96,329.64,11.41
720,-3.52,-3.52,1024.53,23.85,339.34,12.1
721,-3.81,-3.81,1025.47,26.74,347.79,13.1
722,-4.27,-4.27,1026.41,27.55,353.2,12.99
723,-4.74,-4.74,1027.35,28.36,358.64,13.01
724,-5.2,-5.2,1028.29,29.17,4.02,13.14
725,-5.62,-5.62,1028.96,29.35,4.72,13.18
726,-6.04,-6.04,1029.62,29.54,5.42,13.22
727,-6.46,-6.46,1030.28,29.73,6.11,13.26
728,-6.71,-6.71,1030.8,29.54,3.21,12.09
729,-6.96,-6.96,1031.31,29.34,359.7,10.96
730,-7.22,-7.22,1031.83,29.15,355.4,9.88
731,-5.17,-5.17,1031.96,24.47,357.91,8.71
732,-3.13,-3.13,1032.09,19.8,1.19,7.57
733,-1.09,-1.09,1032.23,15.12,5.62,6.45
734,0.05,0.05,1031.69,13.59,13.26,3.01
735,1.18,1.18,1031.15,12.06,127.34,0.94
736,2.32,2.32,1030.61,10.53,168.8,4.14
737,1.48,1.48,1030.15,12.53,176.01,6.12
738,0.64,0.64,1029.69,14.54,179.67,8.15
739,-0.2,-0.2,1029.23,16.54,181.86,10.2
740,-1.46,-1.46,1029.08,18.62,192.95,9.29
741,-2.71,-2.71,1028.93,20.71,205.85,8.79
742,-3.97,-3.97,1028.79,22.79,219.52,8.77
743,-4.33,-4.33,1028.3,23.56,219.75,8.09
744,-4.68,-4.68,1027.82,24.33,220.01,7.41
745,-5.03,-5.03,1027.34,25.1,220.33,6.72
746,-5.4,-5.4,1027.15,25.45,215.31,5.79
747,-5.78,-5.78,1026.96,25.8,208.42,4.91
748,-6.16,-6.16,1026.78,26.15,198.76,4.13
749,-6.52,-6.52,1026.42,26.88,196.52,4.0
750,-6.88,-6.88,1026.06,27.61,194.13,3.88
751,-7.25,-7.25,1025.7,28.34,191.59,3.76
752,-7.19,-7.19,1025.5,28.06,183.01,3.48
753,-7.13,-7.13,1025.31,27.77,173.21,3.3
754,-7.07,-7.07,1025.11,27.49,162.58,3.22
755,-4.35,-4.35,1024.78,23.05,162.22,3.63
756,-1.64,-1.64,1024.45,18.61,161.94,4.04
757,1.08,1.08,1024.12,14.18,161.71,4.46
758,2.33,2.33,1023.12,12.89,165.02,5.24
759,3.58,3.58,1022.12,11.61,167.48,6.03
760,4.83,4.83,1021.12,10.33,169.36,6.83
761,3.38,3.38,1020.73,12.49,164.36,6.34
762,1.94,1.94,1020.34,14.65,158.57,5.9
763,0.5,0.5,1019.95,16.81,151.92,5.53
764,-0.74,-0.74,1019.92,18.28,154.95,4.4
765,-1.97,-1.97,1019.89,19.76,160.02,3.3
766,-3.21,-3.21,1019.86,21.23,169.99,2.25
767,-3.34,-3.34,1019.52,22.17,161.12,2.19
768,-3.47,-3.47,1019.17,23.11,152.02,2.19
769,-3.6,-3.6,1018.83,24.05,143.13,2.25
770,-3.88,-3.88,1018.64,25.14,146.91,2.37
771,-4.16,-4.16,1018.45,26.23,150.29,2.51
772,-4.44,-4.44,1018.26,27.32,153.31,2.66
773,-4.74,-4.74,1018.1,28.56,154.03,2.55
774,-5.04,-5.04,1017.94,29.79,154.8,2.45
775,-5.35,-5.35,1017.78,31.03,155.65,2.34
776,-5.21,-5.21,1017.79,30.89,152.8,2.49
777,-5.06,-5.06,1017.81,30.75,150.27,2.64
778,-4.92,-4.92,1017.82,30.61,148.03,2.8
779,-2.31,-2.31,1017.54,26.39,149.64,3.38
780,0.31,0.31,1017.27,22.18,150.79,3.97
781,2.92,2.92,1016.99,17.97,151.63,4.55
782,4.08,4.08,1016.14,17.72,160.24,5.48
783,5.23,5.23,1015.3,17.47,166.26,6.49
784,6.38,6.38,1014.45,17.22,170.63,7.55
785,4.91,4.91,1014.21,21.13,169.55,7.31
786,3.43,3.43,1013.98,25.03,168.39,7.07
787,1.95,1.95,1013.75,28.93,167.16,6.83
788,0.95,0.95,1013.87,31.99,171.63,5.7
789,-0.05,-0.05,1014.0,35.06,178.26,4.62
790,-1.04,-1.04,1014.13,38.12,188.68,3.64
791,-1.05,-1.05,1013.89,40.18,185.8,3.29
792,-1.05,-1.05,1013.65,42.24,182.25,2.95
793,-1.05,-1.05,1013.41,44.29,177.8,2.62
794,-0.92,-0.92,1013.26,45.75,166.76,2.31
795,-0.79,-0.79,1013.11,47.2,152.91,2.1
796,-0.65,-0.65,1012.96,48.66,137.19,2.04
797,-1.39,-1.39,1012.76,52.79,91.32,1.77
798,-2.12,-2.12,1012.56,56.92,56.84,2.58
799,-2.85,-2.85,1012.36,61.06,41.66,3.83
800,-2.81,-2.81,1012.47,60.31,45.47,3.32
801,-2.77,-2.77,1012.58,59.56,50.63,2.83
802,-2.73,-2.73,1012.68,58.81,57.87,2.38
803,-0.06,-0.06,1012.48,50.21,65.71,1.63
804,2.61,2.61,1012.28,41.62,85.48,0.96
805,5.28,5.28,1012.07,33.03,140.46,0.67
806,6.43,6.43,1011.25,29.89,342.28,0.39
807,7.58,7.58,1010.42,26.75,332.23,1.43
808,8.73,8.73,1009.6,23.61,330.65,2.48
809,7.41,7.41,1009.49,26.1,276.01,2.12
810,6.1,6.1,1009.37,28.59,240.22,3.45
811,4.78,4.78,1009.26,31.08,226.8,5.34
812,3.72,3.72,1009.88,33.91,260.01,5.86
813,2.67,2.67,1010.5,36.73,281.94,7.83
814,1.61,1.61,1011.12,39.56,294.04,10.45
815,1.13,1.13,1011.58,41.5,304.53,10.45
816,0.64,0.64,1012.03,43.45,314.69,10.79
817,0.15,0.15,1012.48,45.4,323.95,11.45
818,-0.13,-0.13,1012.77,47.53,324.23,11.59
819,-0.42,-0.42,1013.06,49.67,324.5,11.73
820,-0.7,-0.7,1013.35,51.8,324.76,11.88
821,-0.96,-0.96,1013.71,51.43,325.92,12.26
822,-1.22,-1.22,1014.07,51.05,327.01,12.64
823,-1.47,-1.47,1014.42,50.68,328.03,13.03
824,-1.72,-1.72,1014.81,47.27,330.13,12.26
825,-1.97,-1.97,1015.2,43.87,332.51,11.5
826,-2.21,-2.21,1015.59,40.46,335.22,10.76
827,0.13,0.13,1015.79,32.98,331.87,12.04
828,2.46,2.46,1016.0,25.49,329.16,13.34
829,4.8,4.8,1016.2,18.01,326.94,14.67
830,5.75,5.75,1015.76,16.46,328.01,15.06
831,6.71,6.71,1015.31,14.9,329.03,15.46
832,7.66,7.66,1014.87,13.35,330.0,15.86
833,7.02,7.02,1014.92,14.68,332.93,14.69
834,6.38,6.38,1014.96,16.01,336.36,13.56
835,5.74,5.74,1015.0,17.34,340.39,12.49
836,4.21,4.21,1015.97,20.29,344.63,12.63
837,2.68,2.68,1016.93,23.23,348.77,12.83
838,1.16,1.16,1017.89,26.18,352.75,13.1
839,0.58,0.58,1018.28,28.43,355.79,12.21
840,-0.0,-0.0,1018.67,30.68,359.3,11.35
841,-0.58,-0.58,1019.06,32.93,3.36,10.55
842,-1.05,-1.05,1019.74,34.76,6.55,10.38
843,-1.52,-1.52,1020.41,36.6,9.85,10.24
844,-2.0,-2.0,1021.08,38.43,13.22,10.14
845,-2.4,-2.4,1021.9,38.84,15.48,9.85
846,-2.8,-2.8,1022.72,39.24,17.87,9.57
847,-3.2,-3.2,1023.54,39.65,20.39,9.31
848,-3.33,-3.33,1024.13,39.15,25.47,7.9
849,-3.47,-3.47,1024.72,38.65,32.66,6.58
850,-3.6,-3.6,1025.31,38.16,43.19,5.41
851,-1.92,-1.92,1025.7,32.97,56.5,4.89
852,-0.24,-0.24,1026.09,27.79,71.93,4.68
853,1.43,1.43,1026.48,22.6,87.58,4.82
854,2.17,2.17,1025.95,20.99,104.87,5.12
855,2.91,2.91,1025.42,19.38,119.13,5.82
856,3.64,3.64,1024.9,17.76,129.83,6.79
857,2.96,2.96,1024.91,19.21,136.45,6.13
858,2.28,2.28,1024.92,20.65,144.53,5.56
859,1.59,1.59,1024.93,22.1,154.2,5.13
860,0.34,0.34,1025.09,24.22,157.34,5.02
861,-0.91,-0.91,1025.26,26.34,160.6,4.92
862,-2.16,-2.16,1025.42,28.46,163.99,4.84
863,-2.53,-2.53,1025.4,28.81,176.58,5.03
864,-2.9,-2.9,1025.39,29.16,187.73,5.44
865,-3.27,-3.27,1025.37,29.51,197.02,6.03
866,-3.59,-3.59,1025.27,30.48,197.34,5.63
867,-3.91,-3.91,1025.17,31.44,197.71,5.23
868,-4.22,-4.22,1025.07,32.41,198.14,4.83
869,-4.36,-4.36,1024.89,33.04,197.99,3.99
870,-4.49,-4.49,1024.7,33.66,197.77,3.15
871,-4.62,-4.62,1024.52,34.29,197.39,2.31
872,-3.94,-3.94,1024.61,33.09,201.54,1.9
873,-3.27,-3.27,1024.69,31.89,207.94,1.5
874,-2.6,-2.6,1024.78,30.69,218.7,1.13
875,-1.69,-1.69,1024.78,31.67,224.24,1.27
876,-0.79,-0.79,1024.78,32.64,228.64,1.43
877,0.11,0.11,1024.78,33.62,232.17,1.59
878,0.91,0.91,1023.9,30.93,198.04,2.57
879,1.72,1.72,1023.02,28.24,184.94,3.93
880,2.52,2.52,1022.14,25.55,178.72,5.38
881,1.72,1.72,1021.99,24.6,172.59,4.8
882,0.91,0.91,1021.83,23.64,164.89,4.29
883,0.11,0.11,1021.68,22.69,155.33,3.88
884,-1.17,-1.17,1021.82,24.99,136.34,2.55
885,-2.45,-2.45,1021.95,27.29,95.19,1.92
886,-3.73,-3.73,1022.09,29.6,53.85,2.54
887,-3.93,-3.93,1022.35,36.58,51.25,2.52
888,-4.13,-4.13,1022.61,43.56,48.61,2.5
889,-4.33,-4.33,1022.87,50.54,45.92,2.48
890,-4.38,-4.38,1022.72,52.03,22.76,1.83
891,-4.43,-4.43,1022.58,53.53,347.3,1.68
892,-4.48,-4.48,1022.44,55.03,317.86,2.16
893,-4.11,-4.11,1022.59,55.47,330.58,5.25
894,-3.73,-3.73,1022.74,55.91,333.82,8.41
895,-3.36,-3.36,1022.9,56.35,335.29,11.59
896,-3.34,-3.34,1023.34,51.67,338.25,13.48
897,-3.31,-3.31,1023.78,47.0,340.48,15.4
898,-3.28,-3.28,1024.22,42.33,342.22,17.34
899,-2.44,-2.44,1024.7,40.65,341.48,20.11
900,-1.59,-1.59,1025.18,38.97,340.92,22.88
901,-0.74,-0.74,1025.65,37.29,340.49,25.66
902,-0.23,-0.23,1025.17,35.38,339.18,25.52
903,0.28,0.28,1024.68,33.47,337.86,25.39
904,0.79,0.79,1024.19,31.56,336.53,25.27
905,0.21,0.21,1023.95,34.64,334.69,22.95
906,-0.38,-0.38,1023.71,37.72,332.44,20.67
907,-0.96,-0.96,1023.47,40.81,329.64,18.42
908,-2.25,-2.25,1023.77,44.32,329.18,17.19
909,-3.54,-3.54,1024.06,47.83,328.66,15.96
910,-4.84,-4.84,1024.36,51.34,328.04,14.73
911,-5.19,-5.19,1024.69,50.35,326.21,15.05
912,-5.54,-5.54,1025.02,49.36,324.45,15.39
913,-5.9,-5.9,1025.36,48.37,322.77,15.75
914,-6.3,-6.3,1025.04,47.67,322.19,15.06
915,-6.69,-6.69,1024.72,46.97,321.55,14.38
916,-7.09,-7.09,1024.41,46.28,320.85,13.7
917,-7.46,-7.46,1024.17,46.3,320.88,13.02
918,-7.84,-7.84,1023.94,46.32,320.9,12.33
919,-8.21,-8.21,1023.71,46.33,320.93,11.65
920,-8.13,-8.13,1023.6,45.81,317.24,11.68
921,-8.05,-8.05,1023.48,45.29,313.58,11.76
922,-7.97,-7.97,1023.37,44.77,309.98,11.88
923,-5.77,-5.77,1023.13,35.37,316.16,17.99
924,-3.58,-3.58,1022.9,25.97,319.18,24.19
925,-1.38,-1.38,1022.66,16.56,320.97,30.44
926,-0.51,-0.51,1021.8,15.53,321.64,31.16
927,0.35,0.35,1020.94,14.49,322.28,31.89
928,1.22,1.22,1020.08,13.45,322.88,32.62
929,0.71,0.71,1019.95,14.74,324.88,29.74
930,0.2,0.2,1019.81,16.03,327.31,26.9
931,-0.31,-0.31,1019.67,17.31,330.3,24.12
932,-1.56,-1.56,1020.06,20.17,328.17,21.81
933,-2.81,-2.81,1020.45,23.02,325.56,19.53
934,-4.07,-4.07,1020.84,25.88,322.25,17.31
935,-4.3,-4.3,1021.01,26.76,323.04,17.28
936,-4.54,-4.54,1021.17,27.63,323.83,17.25
937,-4.78,-4.78,1021.34,28.51,324.62,17.23
938,-5.1,-5.1,1021.51,28.81,322.73,15.91
939,-5.41,-5.41,1021.68,29.11,320.51,14.62
940,-5.73,-5.73,1021.86,29.4,317.86,13.35
941,-6.1,-6.1,1022.03,29.86,319.2,12.26
942,-6.48,-6.48,1022.19,30.31,320.81,11.17
943,-6.85,-6.85,1022.36,30.76,322.76,10.1
944,-6.84,-6.84,1022.69,30.25,321.47,9.72
945,-6.84,-6.84,1023.02,29.75,320.07,9.34
946,-6.84,-6.84,1023.35,29.24,318.56,8.97
947,-4.71,-4.71,1023.58,24.69,321.08,14.66
948,-2.59,-2.59,1023.82,20.15,322.18,20.36
949,-0.47,-0.47,1024.05,15.61,322.8,26.06
950,0.76,0.76,1023.31,14.11,320.91,27.38
951,1.99,1.99,1022.57,12.61,319.19,28.73
952,3.22,3.22,1021.83,11.11,317.63,30.1
953,2.68,2.68,1021.59,12.5,318.27,26.01
954,2.14,2.14,1021.36,13.9,319.16,21.92
955,1.6,1.6,1021.12,15.29,320.45,17.83
956,0.07,0.07,1021.35,18.08,318.87,15.83
957,-1.46,-1.46,1021.59,20.87,316.84,13.84
958,-2.98,-2.98,1021.82,23.66,314.13,11.88
959,-3.23,-3.23,1021.97,25.31,317.25,11.18
960,-3.48,-3.48,1022.12,26.96,320.76,10.52
961,-3.73,-3.73,1022.26,28.61,324.72,9.91
962,-3.99,-3.99,1022.46,30.66,327.42,9.9
963,-4.24,-4.24,1022.65,32.71,330.12,9.9
964,-4.49,-4.49,1022.85,34.76,332.81,9.93
965,-4.72,-4.72,1022.77,36.89,335.04,9.64
966,-4.96,-4.96,1022.7,39.02,337.4,9.36
967,-5.19,-5.19,1022.63,41.15,339.91,9.1
968,-5.1,-5.1,1022.8,41.24,341.25,8.78
969,-5.01,-5.01,1022.97,41.33,342.69,8.46
970,-4.93,-4.93,1023.14,41.41,344.24,8.14
971,-2.41,-2.41,1022.94,35.53,343.93,7.71
972,0.1,0.1,1022.74,29.64,343.58,7.28
973,2.61,2.61,1022.54,23.76,343.19,6.86
974,4.14,4.14,1021.81,21.27,334.59,7.13
975,5.66,5.66,1021.08,18.79,326.78,7.56
